"vehicleType",batteryVoltage,engineCoolantTemperature,engineSpeed,lateralGForce,longitudeGForce,speed,verticalGForce
"2008 BMW M3","13.86",84,3876,"0.16","-0.91",47,"-0.24"
"2011 Ferrari 458","14.011",84,1962,"0.96","-0.04",44,"-0.12"
"2015 Porsche GT3","14.013",90,5904,"0.78","0.64",104,"-2.0"
"2011 Ferrari 458","14.011",84,1930,"0.95","-0.03",44,"-0.13"
"2011 Ford Mustang GT500","13.702",81,3853,"1.05","0.0",64,"-2.0"
"2011 Ferrari 458","14.011",84,1937,"1.02","-0.07",43,"-0.14"
"2011 Ford Mustang GT500","13.636",88,869,"0.86","0.02",14,"-2.0"
"2011 Ferrari 458","14.035",87,4778,"1.01","0.5",55,"0.38"
"2011 Ford Mustang GT500","13.636",88,907,"0.77","0.05",8,"-2.0"
"2011 Ferrari 458","14.011",84,1957,"0.99","-0.02",44,"-0.09"
"2011 Ford Mustang GT500","13.636",88,891,"0.87","0.07",3,"-2.0"
"2011 Ferrari 458","14.011",84,1998,"0.93","-0.04",45,"-0.08"
"2011 Ford Mustang GT500","13.636",88,841,"0.93","0.04",2,"-2.0"
"2014 Chevrolet Corvette","14.467",104,3823,"0.4","0.74",88,"-0.17"
"2011 Ford Mustang GT500","13.918",108,4392,"0.79","1.68",77,"-2.0"
"2011 Ford Mustang GT500","13.663",88,1097,"0.95","-0.15",7,"-2.0"
"2015 Porsche GT3","13.827",93,6336,"0.71","0.19",73,"-2.0"
"2011 Ford Mustang GT500","13.663",88,1559,"0.92","-0.09",11,"-2.0"
"2011 Ferrari 458","14.07",84,3088,"0.92","-0.15",70,"0.1"
"2014 Chevrolet Corvette","14.739",104,4180,"0.41","-0.46",68,"-0.17"
"2011 Ford Mustang GT500","14.115",88,5508,"0.98","0.75",91,"-2.0"
"2011 Ford Mustang GT500","13.638",88,873,"0.9","0.0",6,"-2.0"
"2011 Ford Mustang GT500","13.628",90,1143,"0.94","-0.12",18,"-2.0"
"2011 Ferrari 458","13.893",85,2014,"1.0","0.02",45,"-0.13"
"2011 Ferrari 458","13.893",85,1960,"0.98","0.0",44,"-0.08"
"2014 Chevrolet Corvette","14.814",103,3944,"0.79","0.13",90,"-0.17"
"2011 Ferrari 458","13.893",85,1945,"1.0","-0.08",44,"-0.13"
"2014 Chevrolet Corvette","14.692",104,4483,"0.6","-0.76",72,"-0.17"
"2011 Ferrari 458","13.893",85,1640,"0.98","-0.03",36,"-0.22"
"2015 Porsche GT3","13.819",89,4205,"-0.39","-0.45",50,"-2.0"
"2014 Chevrolet Corvette","14.466",103,5077,"0.35","0.55",82,"-0.17"
"2011 Ferrari 458","13.937",85,1456,"1.09","-0.01",32,"-0.09"
"2011 Ferrari 458","13.937",85,1549,"1.06","-0.08",35,"0.01"
"2011 Ferrari 458","13.937",85,1667,"0.98","-0.06",37,"0.01"
"2011 Ferrari 458","13.937",85,1718,"1.16","-0.04",39,"-0.07"
"2011 Ferrari 458","14.034",84,2765,"1.03","-0.04",63,"-0.11"
"2011 Ford Mustang GT500","13.83",88,1232,"0.94","-0.03",8,"-2.0"
"2014 Chevrolet Corvette","14.459",105,3221,"0.66","-0.97",52,"-0.17"
"2011 Ferrari 458","13.937",85,1883,"1.04","-0.05",42,"-0.04"
"2013 Audi RS5","13.98",10,6821,"0.97","-0.57",53,"0.46"
"2011 Ferrari 458","13.93",85,1999,"1.02","0.02",45,"-0.09"
"2014 Chevrolet Corvette","14.766",104,2204,"0.5","-1.05",35,"-0.17"
"2011 Ferrari 458","13.93",85,2038,"1.05","0.04",46,"-0.06"
"2008 BMW M3","13.86",86,3383,"0.11","-1.05",42,"-0.74"
"2011 Ferrari 458","13.93",85,2098,"1.0","0.01",47,"-0.04"
"2014 Chevrolet Corvette","14.702",104,2835,"0.57","-0.89",45,"-0.17"
"2011 Ferrari 458","13.966",85,2172,"1.04","0.06",49,"-0.04"
"2014 Chevrolet Corvette","14.514",104,2673,"0.02","-0.73",29,"-0.17"
"2011 Ferrari 458","13.966",85,2217,"1.02","0.04",50,"-0.05"
"2008 BMW M3","13.832",84,5544,"-0.02","-1.03",69,"0.7"
"2011 Ferrari 458","13.966",85,2251,"1.02","0.05",51,"-0.07"
"2011 Ferrari 458","14.028",87,5427,"1.0","0.2",66,"0.33"
"2011 Ferrari 458","13.966",85,2331,"0.93","0.06",53,"-0.03"
"2011 Ferrari 458","14.012",84,2935,"1.04","-0.02",67,"-0.1"
"2011 Ferrari 458","14.004",85,2340,"1.0","0.07",53,"-0.06"
"2015 Porsche GT3","14.019",88,4027,"0.77","0.41",59,"-2.0"
"2008 BMW M3","13.848",86,4119,"-0.22","-0.98",52,"0.16"
"2013 Audi RS5","13.993",26,4996,"0.33","0.92",72,"0.68"
"2011 Ferrari 458","14.004",85,2490,"1.01","0.14",56,"-0.06"
"2011 Ferrari 458","14.004",85,2471,"0.95","0.1",56,"-0.12"
"2011 Ferrari 458","14.025",84,2489,"1.09","0.11",57,"-0.07"
"2011 Ferrari 458","14.025",84,2522,"0.93","0.12",57,"-0.05"
"2011 Ferrari 458","14.025",84,2500,"1.0","0.13",57,"-0.13"
"2014 Chevrolet Corvette","14.643",102,3525,"0.54","-0.57",81,"-0.17"
"2014 Chevrolet Corvette","14.491",103,3418,"0.43","-0.57",78,"-0.17"
"2011 Ferrari 458","13.935",83,2566,"0.99","0.04",59,"-0.08"
"2011 Ferrari 458","14.025",84,2508,"1.05","0.1",57,"-0.15"
"2013 Audi RS5","13.922",96,7433,"1.0","0.2",82,"0.71"
"2011 Ferrari 458","14.028",84,2547,"0.98","0.11",57,"-0.06"
"2013 Audi RS5","14.031",9,4340,"0.69","-0.98",33,"0.71"
"2011 Ferrari 458","14.028",84,2641,"0.97","-0.05",60,"-0.01"
"2015 Porsche GT3","14.221",90,6232,"-0.08","0.13",108,"-2.0"
"2011 Ferrari 458","14.028",84,2727,"0.98","-0.05",62,"-0.04"
"2015 Porsche GT3","14.041",92,1198,"0.02","-0.02",2,"-2.0"
"2011 Ferrari 458","14.028",84,2796,"0.98","-0.05",64,"-0.02"
"2011 Ferrari 458","14.028",84,2850,"1.06","-0.04",65,"-0.06"
"2011 Ferrari 458","13.995",84,2968,"0.99","-0.02",68,"-0.05"
"2011 Ferrari 458","14.021",83,2955,"1.05","-0.06",67,"-0.05"
"2015 Porsche GT3","14.218",90,7183,"0.64","0.1",85,"-2.0"
"2011 Ferrari 458","13.991",83,2695,"1.0","-0.01",61,"-0.09"
"2008 BMW M3","13.837",84,6239,"0.29","-1.01",75,"-0.26"
"2008 BMW M3","13.869",83,1654,"0.15","-1.0",8,"0.06"
"2013 Audi RS5","13.951",2,7556,"0.98","-0.52",85,"0.73"
"2011 Ferrari 458","14.021",83,3104,"1.03","-0.02",71,"-0.06"
"2011 Ferrari 458","14.01",83,3129,"0.98","-0.03",71,"-0.08"
"2011 Ferrari 458","14.01",83,3154,"1.0","-0.03",72,"-0.05"
"2011 Ferrari 458","14.008",85,2868,"0.91","-0.04",65,"-0.13"
"2011 Ferrari 458","14.01",83,3051,"1.06","-0.03",70,"-0.18"
"2013 Audi RS5","13.916",4,7560,"0.88","-0.96",85,"0.68"
"2011 Ferrari 458","14.01",83,2911,"0.95","-0.06",67,"-0.11"
"2011 Ferrari 458","14.01",83,2860,"1.0","-0.04",65,"-0.18"
"2011 Ferrari 458","14.01",83,2813,"1.0","-0.03",65,"-0.11"
"2011 Ford Mustang GT500","13.612",87,829,"0.98","0.0",3,"-2.0"
"2011 Ferrari 458","13.968",82,2665,"0.98","0.0",60,"-0.18"
"2013 Audi RS5","13.913","-3",5875,"0.55","-0.21",66,"0.87"
"2011 Ford Mustang GT500","14.052",98,1951,"0.89","0.61",11,"-2.0"
"2011 Ferrari 458","13.968",82,2429,"0.98","-0.03",56,"-0.14"
"2011 Ford Mustang GT500","13.617",86,1563,"0.94","0.0",11,"-2.0"
"2011 Ferrari 458","14.088",84,3065,"0.98","-0.01",70,"-0.09"
"2011 Ford Mustang GT500","13.617",86,1849,"1.01","-0.04",13,"-2.0"
"2011 Ferrari 458","13.968",82,2258,"0.96","-0.02",51,"-0.18"
"2015 Porsche GT3","14.289",90,5185,"-0.2","-0.11",75,"-2.0"
"2011 Ferrari 458","13.968",82,2143,"0.96","-0.01",49,"-0.17"
"2011 Ford Mustang GT500","13.617",86,2275,"0.87","0.19",16,"-2.0"
"2011 Ferrari 458","13.968",82,2068,"0.95","-0.02",47,"-0.17"
"2011 Ferrari 458","13.862",83,2484,"1.01","-0.02",56,"-0.06"
"2011 Ford Mustang GT500","13.617",86,2656,"0.98","0.38",19,"-2.0"
"2011 Ford Mustang GT500","13.617",86,3372,"1.09","0.22",24,"-2.0"
"2014 Chevrolet Corvette","14.858",105,5662,"0.43","0.02",91,"-0.17"
"2008 BMW M3","13.779",77,1347,"0.13","-1.04",6,"0.15"
"2015 Porsche GT3","13.867",90,4871,"-0.83","-0.39",55,"-2.0"
"2013 Audi RS5","14.089",3,6065,"0.9","-0.45",91,"0.66"
"2015 Porsche GT3","13.899",92,5823,"0.65","0.05",85,"-2.0"
"2011 Ferrari 458","13.972",83,1773,"0.96","-0.03",40,"-0.18"
"2011 Ford Mustang GT500","13.699",86,2519,"1.06","0.0",30,"-2.0"
"2008 BMW M3","13.779",77,2290,"0.13","-1.03",11,"0.06"
"2011 Ferrari 458","13.972",83,1662,"1.0","-0.03",37,"-0.17"
"2008 BMW M3","13.832",84,5297,"0.15","-1.1",66,"0.27"
"2011 Ford Mustang GT500","13.531",91,909,"0.91","0.09",7,"-2.0"
"2011 Ferrari 458","13.972",83,1584,"0.97","-0.01",36,"-0.17"
"2011 Ford Mustang GT500","13.699",86,3983,"0.99","0.03",47,"-2.0"
"2008 BMW M3","13.888",83,4096,"0.01","-1.02",50,"0.04"
"2011 Ferrari 458","13.972",83,1457,"0.97","-0.01",32,"-0.18"
"2011 Ford Mustang GT500","13.699",86,4515,"1.07","-0.04",54,"-2.0"
"2011 Ford Mustang GT500","13.79",96,4445,"0.91","0.71",72,"-2.0"
"2011 Ferrari 458","13.972",83,1364,"0.95","-0.01",31,"-0.19"
"2014 Chevrolet Corvette","14.811",97,1110,"0.47","0.04",1,"-0.17"
"2008 BMW M3","13.871",79,3303,"0.2","-0.97",15,"0.43"
"2011 Ferrari 458","13.947",85,4214,"1.06","-0.7",51,"-0.27"
"2013 Audi RS5","13.818",96,4934,"0.36","0.03",92,"1.0"
"2014 Chevrolet Corvette","14.669",105,4308,"0.72","-0.49",48,"-0.17"
"2011 Ferrari 458","13.972",83,1425,"0.98","-0.04",26,"-0.14"
"2011 Ferrari 458","14.025",87,4300,"0.77","-0.12",65,"-0.64"
"2008 BMW M3","13.853",85,1980,"-0.4","-0.99",59,"0.11"
"2008 BMW M3","13.871",79,7020,"0.49","-1.06",33,"0.08"
"2008 BMW M3","13.896",88,3493,"-0.16","-0.95",42,"0.41"
"2011 Ferrari 458","13.973",83,1587,"1.02","0.01",29,"0.03"
"2008 BMW M3","13.871",79,7514,"0.02","-1.05",37,"0.12"
"2014 Chevrolet Corvette","14.745",102,3127,"0.44","0.33",72,"-0.17"
"2015 Porsche GT3","14.224",89,5768,"0.53","-0.07",84,"-2.0"
"2008 BMW M3","13.871",79,7514,"0.46","-0.92",37,"0.09"
"2011 Ford Mustang GT500","13.674",87,4100,"1.14","0.51",68,"-2.0"
"2011 Ferrari 458","13.973",83,1704,"0.98","0.0",33,"-0.16"
"2008 BMW M3","13.871",79,6254,"0.43","-0.95",50,"0.05"
"2011 Ford Mustang GT500","13.674",87,4226,"1.14","0.06",70,"-2.0"
"2011 Ferrari 458","13.973",83,1766,"1.0","-0.03",33,"0.04"
"2008 BMW M3","13.871",79,6086,"0.08","-1.04",54,"0.12"
"2015 Porsche GT3","14.316",90,5086,"0.01","0.0",42,"-2.0"
"2011 Ferrari 458","13.926",84,2011,"1.03","-0.11",19,"-0.21"
"2011 Ferrari 458","13.96",86,4171,"1.05","0.53",50,"0.24"
"2008 BMW M3","13.815",79,4074,"0.02","-1.09",67,"-0.63"
"2008 BMW M3","13.847",79,3480,"0.07","-1.04",54,"0.06"
"2011 Ford Mustang GT500","13.674",87,3997,"1.07","0.79",65,"-2.0"
"2013 Audi RS5","13.826",,4937,"0.93","-0.68",55,"0.59"
"2015 Porsche GT3","14.22",90,5218,"-0.05","-0.5",63,"-2.0"
"2011 Ferrari 458","13.94",84,2003,"0.98","0.02",37,"-0.17"
"2014 Chevrolet Corvette","14.721",100,2044,"0.46","-0.87",32,"-0.17"
"2011 Ford Mustang GT500","13.712",88,4033,"0.9","0.65",66,"-2.0"
"2011 Ferrari 458","13.94",84,1930,"0.99","-0.02",37,"-0.08"
"2008 BMW M3","13.847",79,3951,"0.0","-0.96",49,"0.44"
"2015 Porsche GT3","14.217",90,5456,"0.84","0.37",63,"-2.0"
"2015 Porsche GT3","14.247",91,5524,"-1.04","-0.43",80,"-2.0"
"2014 Chevrolet Corvette","14.607",105,4533,"0.35","0.6",73,"-0.17"
"2008 BMW M3","13.892",83,1703,"0.1","-1.02",21,"-0.04"
"2014 Chevrolet Corvette","14.734",105,4752,"0.6","-0.38",78,"-0.17"
"2011 Ford Mustang GT500","13.79",93,2197,"0.87","0.17",26,"-2.0"
"2011 Ford Mustang GT500","13.712",88,3203,"0.85","-1.04",55,"-2.0"
"2011 Ferrari 458","13.94",84,1567,"1.01","-0.02",36,"-0.13"
"2008 BMW M3","13.847",79,4638,"0.29","-1.15",57,"0.23"
"2011 Ferrari 458","14.024",86,5545,"1.06","-0.54",85,"0.2"
"2014 Chevrolet Corvette","14.789",97,821,"0.51","-0.01",2,"-0.17"
"2008 BMW M3","13.847",79,4638,"0.11","-1.04",57,"-0.06"
"2008 BMW M3","13.828",78,2346,"0.11","-1.0",11,"0.01"
"2011 Ferrari 458","13.94",84,1455,"0.97","-0.02",33,"-0.14"
"2015 Porsche GT3","14.046",86,2574,"-0.09","0.18",36,"-2.0"
"2008 BMW M3","13.826",85,3274,"0.0","-1.04",41,"0.26"
"2008 BMW M3","13.911",83,5288,"0.09","-1.02",65,"0.0"
"2011 Ford Mustang GT500","13.789",96,5228,"0.8","-0.48",86,"-2.0"
"2008 BMW M3","13.806",80,4585,"0.0","-1.06",57,"0.09"
"2011 Ferrari 458","13.93",84,1357,"1.0","-0.03",31,"-0.12"
"2011 Ford Mustang GT500","13.892",107,5036,"0.76","-0.44",75,"-2.0"
"2014 Chevrolet Corvette","14.65",105,3765,"0.54","-0.67",60,"-0.17"
"2011 Ferrari 458","13.93",84,1282,"0.99","-0.04",29,"-0.14"
"2011 Ford Mustang GT500","13.689",89,4978,"0.78","-0.11",82,"-2.0"
"2014 Chevrolet Corvette","14.816",103,4459,"0.52","0.79",72,"-0.17"
"2008 BMW M3","13.855",86,6192,"0.27","-0.89",77,"0.4"
"2011 Ford Mustang GT500","13.689",89,4742,"0.79","-0.1",78,"-2.0"
"2008 BMW M3","13.806",80,4617,"0.22","-0.96",57,"0.73"
"2014 Chevrolet Corvette","14.785",101,2169,"0.53","-0.91",34,"-0.17"
"2011 Ford Mustang GT500","13.689",89,3901,"0.61","0.15",64,"-2.0"
"2008 BMW M3","13.806",80,4609,"0.28","-1.01",56,"0.59"
"2011 Ferrari 458","13.93",84,1217,"0.98","-0.03",27,"-0.14"
"2011 Ford Mustang GT500","13.689",89,3732,"0.9","0.63",61,"-2.0"
"2008 BMW M3","13.806",80,4594,"0.3","-0.87",56,"0.34"
"2011 Ferrari 458","13.93",84,1383,"0.99","-0.02",26,"-0.14"
"2011 Ford Mustang GT500","13.689",89,3727,"1.29","0.96",61,"-2.0"
"2008 BMW M3","13.806",80,4381,"-0.02","-1.05",54,"-0.35"
"2011 Ferrari 458","13.93",84,1312,"0.97","-0.03",24,"-0.14"
"2011 Ferrari 458","14.05",87,4848,"0.91","0.15",46,"-0.55"
"2011 Ford Mustang GT500","13.671",91,767,"0.9","0.05",3,"-2.0"
"2011 Ford Mustang GT500","13.691",90,3695,"0.78","-0.75",61,"-2.0"
"2011 Ford Mustang GT500","13.691",90,3844,"0.91","-0.77",64,"-2.0"
"2014 Chevrolet Corvette","14.82",104,5122,"0.77","0.64",82,"-0.17"
"2011 Ferrari 458","13.937",84,1433,"1.0","-0.02",21,"0.08"
"2011 Ford Mustang GT500","13.691",90,4188,"0.91","-0.3",69,"-2.0"
"2008 BMW M3","13.792",82,4774,"0.32","-1.01",59,"-0.34"
"2008 BMW M3","13.881",84,6254,"-0.03","-0.92",78,"0.01"
"2011 Ford Mustang GT500","13.691",90,4725,"0.73","-0.39",78,"-2.0"
"2008 BMW M3","13.792",82,5164,"0.3","-0.98",63,"-0.37"
"2011 Ferrari 458","13.937",84,1639,"0.98","-0.02",24,"-0.02"
"2014 Chevrolet Corvette","15.095",97,706,"0.45","0.03",4,"-0.17"
"2011 Ferrari 458","14.061",84,3180,"1.05","-0.03",72,"-0.08"
"2011 Ferrari 458","13.937",84,1619,"1.02","-0.02",24,"-0.09"
"2014 Chevrolet Corvette","14.542",101,2119,"0.27","-0.07",47,"-0.17"
"2008 BMW M3","13.792",82,5531,"0.1","-0.99",70,"-0.05"
"2011 Ferrari 458","13.937",84,1576,"1.0","-0.02",24,"-0.1"
"2011 Ford Mustang GT500","13.699",86,4515,"1.07","-0.04",54,"-2.0"
"2008 BMW M3","13.848",83,5342,"-0.16","-0.98",66,"0.17"
"2011 Ford Mustang GT500","13.606",97,4658,"0.7","0.06",97,"-2.0"
"2008 BMW M3","13.848",83,4914,"0.04","-1.13",61,"0.84"
"2011 Ford Mustang GT500","13.68",91,2985,"0.67","-0.02",49,"-2.0"
"2008 BMW M3","13.848",83,4914,"0.15","-1.41",61,"1.01"
"2014 Chevrolet Corvette","14.724",103,5819,"0.91","-0.27",52,"-0.17"
"2011 Ferrari 458","13.88",84,1692,"1.01","0.02",26,"0.08"
"2014 Chevrolet Corvette","14.896",102,3637,"0.89","0.15",57,"-0.17"
"2011 Ford Mustang GT500","13.68",91,2771,"0.85","-0.88",45,"-2.0"
"2015 Porsche GT3","14.187",88,3863,"-0.9","-0.4",31,"-2.0"
"2008 BMW M3","13.848",83,4762,"0.29","-0.8",59,"0.25"
"2011 Ford Mustang GT500","13.68",91,2896,"1.04","-0.89",46,"-2.0"
"2011 Ferrari 458","13.88",84,1487,"0.98","0.0",27,"-0.04"
"2008 BMW M3","13.848",83,4536,"0.02","-0.94",56,"-0.38"
"2011 Ford Mustang GT500","13.68",91,3253,"0.87","-0.74",53,"-2.0"
"2011 Ferrari 458","13.88",84,1486,"0.96","0.02",27,"-0.14"
"2011 Ferrari 458","13.996",86,4080,"1.11","0.6",63,"-0.24"
"2011 Ford Mustang GT500","13.68",91,3750,"0.98","-0.71",62,"-2.0"
"2011 Ferrari 458","13.88",84,1398,"1.0","0.01",26,"-0.08"
"2008 BMW M3","13.848",83,4410,"0.17","-0.96",54,"-0.71"
"2011 Ford Mustang GT500","13.68",91,4508,"1.34","-0.12",74,"-2.0"
"2011 Ferrari 458","13.88",84,1374,"1.01","0.0",25,"-0.09"
"2008 BMW M3","13.819",89,5544,"-0.04","-1.02",69,"0.41"
"2015 Porsche GT3","14.111",92,5081,"0.82","0.34",74,"-2.0"
"2011 Ferrari 458","13.88",84,1242,"0.99","0.0",22,"-0.09"
"2008 BMW M3","13.809",84,4766,"0.3","-0.76",58,"-0.16"
"2011 Ford Mustang GT500","13.886",91,2998,"0.98","-0.63",49,"-2.0"
"2008 BMW M3","13.857",86,4407,"0.0","-1.11",55,"-0.17"
"2008 BMW M3","13.855",86,4117,"0.11","-0.98",50,"-0.02"
"2011 Ferrari 458","13.912",84,1418,"0.95","0.0",22,"-0.13"
"2008 BMW M3","13.809",84,3199,"-0.27","-1.34",62,"0.09"
"2008 BMW M3","13.846",87,4891,"0.17","-1.02",60,"-0.23"
"2011 Ferrari 458","13.912",84,1342,"0.95","0.02",20,"-0.14"
"2008 BMW M3","13.809",84,1807,"-0.36","-1.15",52,"0.02"
"2011 Ford Mustang GT500","13.728",91,5059,"1.01","-0.59",83,"-2.0"
"2011 Ferrari 458","13.912",84,1224,"1.0","0.0",18,"-0.13"
"2008 BMW M3","13.809",84,1807,"-0.55","-1.06",52,"-0.08"
"2011 Ford Mustang GT500","13.728",91,4905,"1.03","-0.1",81,"-2.0"
"2011 Ferrari 458","13.912",84,1392,"0.97","0.0",16,"-0.13"
"2008 BMW M3","13.863",83,1913,"-0.11","-1.14",75,"0.05"
"2011 Ford Mustang GT500","13.728",91,4601,"0.71","-0.04",77,"-2.0"
"2014 Chevrolet Corvette","14.523",103,4593,"0.41","-0.29",74,"-0.17"
"2014 Chevrolet Corvette","14.394",100,716,"0.47","0.04",1,"-0.17"
"2011 Ford Mustang GT500","13.728",91,4097,"0.6","0.0",67,"-2.0"
"2011 Ferrari 458","13.912",84,1300,"0.98","0.0",15,"-0.04"
"2008 BMW M3","13.809",84,5065,"0.08","-0.97",39,"-0.77"
"2011 Ferrari 458","13.912",84,1282,"0.99","0.0",15,"0.01"
"2013 Audi RS5","13.995","-8",1951,"0.68","0.02",14,"0.8"
"2008 BMW M3","13.874",86,3922,"0.07","-0.93",49,"0.04"
"2008 BMW M3","13.808",85,6379,"0.19","-1.09",52,"-0.25"
"2008 BMW M3","13.888",87,5402,"0.24","-0.84",65,"0.95"
"2008 BMW M3","13.808",85,7035,"0.23","-1.3",57,"-0.21"
"2014 Chevrolet Corvette","14.652",105,4369,"0.65","0.51",70,"-0.17"
"2011 Ferrari 458","13.873",84,1206,"0.97","0.01",14,"-0.13"
"2008 BMW M3","13.808",85,7735,"0.28","-1.28",64,"-0.32"
"2011 Ford Mustang GT500","13.711",91,3430,"0.95","0.76",56,"-2.0"
"2011 Ferrari 458","13.873",84,1207,"0.99","0.0",14,"-0.02"
"2011 Ferrari 458","14.028",86,4505,"1.22","-0.73",70,"-0.06"
"2011 Ford Mustang GT500","13.711",91,3516,"0.67","0.68",58,"-2.0"
"2014 Chevrolet Corvette","14.622",105,3883,"-0.2","-0.04",86,"-0.17"
"2008 BMW M3","13.808",85,5476,"-0.07","-1.09",68,"-0.78"
"2015 Porsche GT3","14.212",91,5563,"-0.89","-0.38",82,"-2.0"
"2008 BMW M3","13.871",86,4016,"0.29","-1.1",47,"-0.6"
"2008 BMW M3","13.808",85,5476,"0.09","-1.04",68,"-0.71"
"2011 Ford Mustang GT500","13.711",91,3756,"1.2","0.91",62,"-2.0"
"2011 Ford Mustang GT500","13.808",97,5304,"0.63","0.81",114,"-2.0"
"2011 Ford Mustang GT500","13.544",93,932,"0.93","0.04",4,"-2.0"
"2015 Porsche GT3","14.187",91,5521,"0.1","-0.41",64,"-2.0"
"2011 Ferrari 458","13.873",84,1842,"1.0","0.01",22,"-0.08"
"2011 Ferrari 458","13.784",85,4203,"0.98","-0.48",51,"0.05"
"2014 Chevrolet Corvette","14.822",105,5320,"0.69","-0.29",79,"-0.17"
"2008 BMW M3","13.84",85,5827,"0.04","-1.24",72,"-0.72"
"2011 Ferrari 458","13.873",84,1433,"0.94","0.01",21,"-0.14"
"2014 Chevrolet Corvette","14.867",102,3040,"0.43","0.54",49,"-0.17"
"2011 Ford Mustang GT500","13.699",91,3966,"1.43","1.01",65,"-2.0"
"2008 BMW M3","13.84",85,5699,"-0.01","-0.79",71,"-0.03"
"2014 Chevrolet Corvette","14.819",103,3952,"0.44","1.13",64,"-0.17"
"2011 Ferrari 458","13.8",85,1303,"0.96","0.01",20,"-0.13"
"2008 BMW M3","13.84",85,5194,"-0.27","-0.79",65,"-0.07"
"2011 Ford Mustang GT500","13.699",91,4153,"1.1","1.25",69,"-2.0"
"2011 Ferrari 458","13.8",85,1209,"0.98","0.01",18,"-0.2"
"2008 BMW M3","13.84",85,4391,"-0.43","-0.95",54,"0.07"
"2008 BMW M3","13.905",83,5079,"0.07","-0.93",62,"-0.38"
"2014 Chevrolet Corvette","14.699",100,1719,"0.41","0.05",19,"-0.17"
"2013 Audi RS5","13.931",16,4651,"0.73","-0.5",67,"0.95"
"2011 Ford Mustang GT500","13.699",91,3924,"0.75","0.72",65,"-2.0"
"2011 Ferrari 458","13.8",85,1333,"0.98","0.02",13,"-0.16"
"2013 Audi RS5","13.995",11,5423,"0.69","0.3",60,"0.75"
"2011 Ford Mustang GT500","13.611",97,4635,"0.93","-0.24",101,"-2.0"
"2011 Ferrari 458","13.8",85,1238,"1.0","0.03",11,"-0.13"
"2008 BMW M3","13.84",85,3800,"0.11","-1.02",47,"0.63"
"2011 Ford Mustang GT500","13.699",91,4568,"1.16","0.15",75,"-2.0"
"2011 Ferrari 458","13.8",85,1224,"0.98","0.02",11,"-0.06"
"2011 Ford Mustang GT500","13.699",91,5237,"1.01","0.05",86,"-2.0"
"2011 Ferrari 458","14.034",84,2848,"0.91","-0.02",65,"-0.05"
"2008 BMW M3","13.82",85,4096,"0.13","-1.04",50,"0.7"
"2011 Ferrari 458","13.8",85,1425,"0.99","0.01",13,"-0.02"
"2008 BMW M3","13.834",91,5315,"0.38","-0.91",65,"0.09"
"2011 Ford Mustang GT500","13.717",92,5052,"0.81","0.05",87,"-2.0"
"2014 Chevrolet Corvette","14.647",105,3326,"0.61","-0.52",54,"-0.17"
"2014 Chevrolet Corvette","14.463",103,4003,"0.46","0.97",64,"-0.17"
"2011 Ferrari 458","13.787",85,1498,"1.0","0.01",14,"-0.07"
"2013 Audi RS5","13.929",,5747,"0.91","1.05",65,"0.84"
"2011 Ford Mustang GT500","13.717",92,4119,"0.94","0.04",89,"-2.0"
"2011 Ferrari 458","13.787",85,1521,"1.0","0.01",14,"-0.07"
"2008 BMW M3","13.82",85,4964,"0.16","-1.17",60,"0.86"
"2011 Ford Mustang GT500","13.717",92,3984,"1.02","0.16",85,"-2.0"
"2015 Porsche GT3","13.859",88,3134,"0.0","0.16",45,"-2.0"
"2008 BMW M3","13.849",82,3986,"0.04","-1.04",32,"-0.7"
"2011 Ford Mustang GT500","13.717",92,3808,"0.82","-0.07",82,"-2.0"
"2013 Audi RS5","13.918",97,5088,"0.79","-0.91",39,"0.71"
"2008 BMW M3","13.82",85,5110,"0.25","-0.82",62,"0.85"
"2013 Audi RS5","14.024",4,5677,"0.82","0.39",83,"1.04"
"2011 Ferrari 458","13.787",85,1606,"0.98","0.02",15,"-0.05"
"2015 Porsche GT3","13.979",90,5260,"0.54","0.49",60,"-2.0"
"2011 Ferrari 458","13.787",85,1684,"0.96","0.02",16,"-0.05"
"2011 Ford Mustang GT500","13.717",92,2497,"0.89","0.01",57,"-2.0"
"2014 Chevrolet Corvette","14.45",105,3981,"0.02","0.02",88,"-0.17"
"2011 Ferrari 458","13.787",85,1485,"1.02","0.03",18,"-0.01"
"2011 Ford Mustang GT500","13.647",91,2399,"0.8","-0.33",39,"-2.0"
"2008 BMW M3","13.87",86,5349,"0.39","-0.93",65,"0.77"
"2011 Ferrari 458","13.664",91,1449,"0.93","-0.01",32,"-0.14"
"2013 Audi RS5","13.656",,5323,"0.73","0.91",59,"0.79"
"2011 Ford Mustang GT500","13.647",91,2306,"0.82","-0.68",37,"-2.0"
"2008 BMW M3","13.87",86,5498,"0.35","-1.02",67,"0.29"
"2011 Ferrari 458","13.764",86,1671,"1.02","0.07",20,"0.0"
"2011 Ferrari 458","13.884",83,2282,"0.98","-0.02",52,"-0.09"
"2008 BMW M3","13.87",86,6244,"0.28","-0.94",77,"0.32"
"2011 Ferrari 458","13.764",86,1442,"0.96","0.03",21,"-0.05"
"2011 Ford Mustang GT500","13.647",91,2537,"0.91","-0.73",41,"-2.0"
"2013 Audi RS5","13.919",7,4361,"0.71","-0.93",34,"0.73"
"2011 Ferrari 458","13.764",86,1405,"1.0","-0.02",21,"-0.07"
