_time,ac_power,total-unhalted_core_cycles,total-instructions_retired,total-last_level_cache_references,total-memory_bus_transactions,total-cpu-utilization,total-disk-accesses,total-disk-blocks,total-disk-utilization
13:25:01 2008-Apr-15,222.0,26240186,14119571,433587,108336,2.45,9.78,208.7,7.83
13:25:02 2008-Apr-15,222.0,5395520,4099353,86663,7691,0.00,0,0,0
13:25:03 2008-Apr-15,222.0,5168884,4031699,86315,7691,0.00,0,0,0
13:25:04 2008-Apr-15,221.0,4758015,3907140,80211,4832,4.10,2.7,21.62,6.49
13:25:05 2008-Apr-15,222,24955825,11685584,534184,121856,0.83,60.67,3429.21,49.66
13:25:06 2008-Apr-15,223.0,24927073,11613762,553063,123274,1.99,116.04,6807.55,94.34
13:25:07 2008-Apr-15,222.0,24745186,11454435,545747,121671,0.96,129.47,7595.79,104.84
13:25:08 2008-Apr-15,221.0,24983762,11610110,554692,123530,-0.00,120.59,7105.88,97.25
13:25:09 2008-Apr-15,222.0,25247164,11671362,557184,123931,1.02,121.36,7091.26,97.09
13:25:10 2008-Apr-15,222.0,24809376,11564114,549985,122391,-0.00,130.53,7663.16,105.26
13:25:11 2008-Apr-15,222.0,25106726,11680908,554433,123341,-0.00,123.76,7271.29,98.61
13:25:12 2008-Apr-15,221.0,25602190,11994201,555174,125395,2.94,119.23,7000,96.15
13:25:13 2008-Apr-15,222.0,26064632,12026880,558498,127332,0.99,122.77,7263.37,99.01
13:25:14 2008-Apr-15,222.0,24613338,11428599,533698,121311,-0.00,126,7096,100
13:25:15 2008-Apr-15,222.0,25083371,11768194,562087,123068,0.95,122.77,7207.92,98.61
13:25:16 2008-Apr-15,222.0,24617605,11555505,547353,121449,0.98,122.77,7207.92,99.01
13:25:17 2008-Apr-15,222.0,25046229,11714088,552120,121663,0.98,124,7280,100
13:25:18 2008-Apr-15,223.0,25255117,11697536,556991,123130,0.99,122.77,7239.6,99.01
13:25:19 2008-Apr-15,222.0,22991562,10708006,498777,107389,-0.00,127,6152,99.6
13:25:20 2008-Apr-15,222.0,25426533,11919707,551832,123738,5.20,123,7216,99.6
13:25:21 2008-Apr-15,222.0,25885688,12081376,562496,124849,0.99,121.78,7144.55,99.01
13:25:22 2008-Apr-15,222.0,25723106,12040393,554063,122053,3.22,123,7248,99.6
13:25:23 2008-Apr-15,222.0,26235443,12008122,566802,127366,-0.00,121.78,7176.24,98.61
13:25:24 2008-Apr-15,221.0,26489759,12208220,557432,129197,5.26,124.24,7288.89,100.61
13:25:25 2008-Apr-15,222.0,25101696,11612458,560057,122759,1.95,123,7216,99.2
13:25:26 2008-Apr-15,222.0,25229991,11664782,562503,121483,1.96,121.78,7144.55,98.61
13:25:27 2008-Apr-15,222.0,27066646,12387656,603362,122635,0.00,123,7216,99.2
13:25:28 2008-Apr-15,221.0,26477291,12149115,580899,123142,2.95,124,7312,100
13:25:29 2008-Apr-15,222.0,27722356,12415369,600075,127620,0.00,122,7152,100
13:25:30 2008-Apr-15,223.0,30109185,13366717,631511,131020,0.96,123,7216,100
13:25:31 2008-Apr-15,222.0,27318926,12385707,601873,126563,0.00,124.24,7321.21,101.01
13:25:32 2008-Apr-15,222.0,26766451,12363667,597161,121627,0.98,124.24,7288.89,100.2
13:25:33 2008-Apr-15,223.0,25888967,11962912,582894,121725,0.00,133.7,7878.26,108.7
13:25:34 2008-Apr-15,223.0,25133020,11634684,560118,121092,0.95,114.02,6684.11,93.46
13:25:35 2008-Apr-15,222.0,24875266,11556559,550553,121160,0.00,123.23,7224.24,100.61
13:25:36 2008-Apr-15,222.0,25112141,11664908,549328,120718,2.71,118.45,6943.69,96.31
13:25:37 2008-Apr-15,222.0,25150573,11635633,560937,120897,-0.00,125.77,7373.2,102.27
13:25:38 2008-Apr-15,223.0,25566018,11855453,566738,122844,1.14,143.18,8318.18,113.18
13:25:39 2008-Apr-15,222.0,26766453,12223338,592685,122345,0.97,107.02,6273.68,87.37
13:25:40 2008-Apr-15,223.0,26014545,12223004,571122,120821,0.98,119.61,7011.76,98.04
13:25:41 2008-Apr-15,222.0,25130308,11688935,559665,121029,-0.00,122,7184,99.2
13:25:42 2008-Apr-15,222.0,29225795,15887878,594831,156669,8.63,128.12,7516.67,104.58
13:25:43 2008-Apr-15,223.0,25345884,11849940,559918,123317,1.01,118.27,6969.23,96.15
13:25:44 2008-Apr-15,222.0,25515803,11877621,559943,121780,0.95,126.53,7428.57,101.22
13:25:45 2008-Apr-15,223.0,25037493,11687650,561601,121695,0.91,119.42,7005.83,96.7
13:25:46 2008-Apr-15,222.0,25028245,11725220,554854,121816,0.00,128.12,7516.67,104.17
13:25:47 2008-Apr-15,223.0,25217266,11751305,549858,122644,1.01,118.27,6938.46,96.15
13:25:48 2008-Apr-15,222.0,25305874,11740950,548184,123041,2.09,120.59,7105.88,96.86
13:25:49 2008-Apr-15,222.0,25231286,11701931,553707,122077,0.99,125.51,7363.27,101.63
13:25:50 2008-Apr-15,222.0,24784122,11540487,547695,121632,-0.00,123,7248,100
13:25:51 2008-Apr-15,222.0,25910160,11992870,563484,124922,2.96,120.79,7081.19,99.01
13:25:52 2008-Apr-15,222.0,24707486,11551391,546616,119796,0.00,128.12,7516.67,102.92
13:25:53 2008-Apr-15,222.0,25981832,11941737,551637,125233,-0.00,123,7248,100
13:25:54 2008-Apr-15,223.0,23654263,11049748,522278,115308,0.97,116.5,6493.2,97.09
13:25:55 2008-Apr-15,222.0,24680977,11474657,546385,120355,0.99,119.61,7011.76,97.65
13:25:56 2008-Apr-15,223.0,24854841,11669964,540009,120541,0.00,119.61,7011.76,98.04
13:25:57 2008-Apr-15,222.0,25362244,11818473,565630,120588,2.14,127.08,7450,103.33
13:25:58 2008-Apr-15,223.0,24747744,11516257,544388,120755,2.52,119.61,7043.14,98.04
13:25:59 2008-Apr-15,222.0,25823285,11981293,574791,123169,-0.00,122,7184,99.6
13:26:00 2008-Apr-15,222.0,9464967,5675389,191495,31044,0.00,111.54,7138.46,87.69
13:26:01 2008-Apr-15,222.0,5002762,4017884,86631,5416,0.00,0,0,0
13:26:02 2008-Apr-15,222.0,5981847,4477201,90766,8240,0.00,0,0,0
13:26:03 2008-Apr-15,221.0,5626168,4167920,92392,8824,0.00,0,0,0
13:26:04 2008-Apr-15,222.0,5876404,4189586,102080,9861,0.00,27.03,216.22,12.97
13:26:05 2008-Apr-15,222.0,25291846,11890486,549814,119261,1.50,59.02,3335.52,50.27
13:26:06 2008-Apr-15,222,25009146,11613403,551980,119258,1.41,176.06,10197.18,139.72
13:26:07 2008-Apr-15,222.0,25802512,12019064,562720,122906,0.98,96.06,5631.5,78.43
13:26:08 2008-Apr-15,221.0,25318178,11845233,554787,120063,3.57,128.42,7562.11,104.84
13:26:09 2008-Apr-15,222.0,24833958,11515275,545158,119792,1.01,124.74,7274.23,103.09
13:26:10 2008-Apr-15,222.0,24480322,11455555,542868,120146,-0.00,111.93,6561.47,91.38
13:26:11 2008-Apr-15,222.0,24662692,11456102,548016,119908,1.00,123.23,7224.24,101.01
13:26:12 2008-Apr-15,223.0,24772210,11525827,542643,120427,1.02,118.27,6938.46,95.38
13:26:13 2008-Apr-15,223.0,25173946,11677188,552230,121611,0.98,128.12,7483.33,104.17
13:26:14 2008-Apr-15,222.0,24749005,11441287,543333,120546,1.03,120.79,7081.19,99.01
13:26:15 2008-Apr-15,222.0,24723281,11444584,544279,119471,0.00,118.45,6943.69,96.7
13:26:16 2008-Apr-15,223.0,24704226,11505578,538976,120129,1.00,124.74,7307.22,102.27
13:26:17 2008-Apr-15,222.0,25024371,11613462,551273,120617,0.97,116.35,6815.38,95.77
13:26:18 2008-Apr-15,223.0,25111247,11649954,549401,119852,2.44,119.8,7073.27,98.61
13:26:19 2008-Apr-15,222.0,26040939,11981541,571340,121018,3.04,125,7316.67,103.33
13:26:20 2008-Apr-15,223.0,26015650,12165859,543847,120437,0.99,135.96,7964.04,111.46
13:26:21 2008-Apr-15,222.0,24292950,11327420,537609,118107,0.00,110,6443.64,90.91
13:26:22 2008-Apr-15,222.0,25709559,12004256,559268,123101,-0.00,116.19,6811.43,94.86
13:26:23 2008-Apr-15,222.0,25139486,11635143,557088,121851,-0.00,125.77,7406.19,102.68
13:26:24 2008-Apr-15,222.0,23976042,11266497,528225,115739,-0.00,115.38,6753.85,95.77
13:26:25 2008-Apr-15,222.0,25137177,11675865,549295,122292,0.98,130.85,7676.6,105.96
13:26:26 2008-Apr-15,222.0,25006219,11664433,548974,121107,-0.00,117.14,6872.38,95.24
13:26:27 2008-Apr-15,223.0,25200584,11777106,554400,121596,0.65,121.78,7176.24,98.22
13:26:28 2008-Apr-15,221.0,24941011,11700723,551939,119663,0.98,122,7184,100
13:26:29 2008-Apr-15,224.0,23993516,11157490,523173,113327,0.00,125.77,6853.61,103.09
13:26:30 2008-Apr-15,222.0,25125502,11733181,555312,119619,1.00,124.24,7288.89,100.61
13:26:31 2008-Apr-15,223.0,25012837,11640321,549031,121292,1.98,123.23,7224.24,99.8
13:26:32 2008-Apr-15,223.0,24516384,11469077,543053,118962,1.03,117.31,6876.92,96.15
13:26:33 2008-Apr-15,223.0,24923049,11554460,552177,120787,1.03,117.31,6907.69,95.77
13:26:34 2008-Apr-15,222.0,24356901,11334452,537074,118694,0.00,126.32,7393.68,105.26
13:26:35 2008-Apr-15,222.0,25667679,11747277,554783,123933,1.03,123.08,6900,95.77
13:26:36 2008-Apr-15,222.0,24646209,11474469,540800,119381,0.00,128.12,7516.67,104.17
13:26:37 2008-Apr-15,222.0,26595300,12248489,579215,125629,0.99,120.59,7105.88,98.04
13:26:38 2008-Apr-15,222.0,25436593,11832263,556277,122055,-0.00,119.42,7036.89,97.09
13:26:39 2008-Apr-15,222.0,25261147,11724722,561705,120742,-0.00,121,7088,99.6
13:26:40 2008-Apr-15,222.0,24593847,11460211,544478,118745,2.17,130.85,7676.6,105.96
13:26:41 2008-Apr-15,221.0,25254146,11730972,556450,122277,0.94,117.14,6872.38,95.24
13:26:42 2008-Apr-15,223.0,27988418,15420444,589607,150858,0.00,126.8,7439.18,102.68
13:26:43 2008-Apr-15,222.0,25320738,11741750,561075,124228,1.01,124.24,7321.21,101.01
13:26:44 2008-Apr-15,223.0,24430424,11452759,539256,118755,0.00,113.08,6624.3,93.46
13:26:45 2008-Apr-15,221.0,24921731,11605159,549646,120774,2.93,123,7216,100
13:26:46 2008-Apr-15,222.0,24616542,11492865,546228,121402,-0.00,132.26,7793.55,107.53
13:26:47 2008-Apr-15,222.0,25215189,11708272,551167,123348,-0.00,119.42,7005.83,97.09
13:26:48 2008-Apr-15,222.0,25263629,11760457,536915,123198,13.53,118.1,6902.86,94.86
13:26:49 2008-Apr-15,222.0,24840689,11553175,548510,121270,-0.00,124.24,7288.89,101.01
13:26:50 2008-Apr-15,222.0,24534206,11482594,544132,119740,-0.00,125.77,7373.2,102.68
13:26:51 2008-Apr-15,223.0,25111434,11714985,553306,120900,1.99,118.27,6938.46,96.15
13:26:52 2008-Apr-15,222.0,24754048,11684690,536942,119148,1.06,120.79,7081.19,98.61
13:26:53 2008-Apr-15,222.0,24682968,11506536,546429,119217,-0.00,127.08,7483.33,104.17
13:26:54 2008-Apr-15,222.0,24656414,11613896,535430,119463,8.14,131.52,7704.35,108.26
13:26:55 2008-Apr-15,223.0,24386076,11362270,540167,119444,0.00,110,6472.73,90.55
13:26:56 2008-Apr-15,222.0,24207496,11372439,534440,117669,-0.00,126.04,7383.33,103.75
13:26:57 2008-Apr-15,222.0,24636470,11501409,545846,119029,-0.00,118.63,6949.02,98.04
13:26:58 2008-Apr-15,222.0,24851240,11628737,550046,119592,1.30,157.14,9246.75,129.35
13:26:59 2008-Apr-15,223.0,25537792,11862565,567083,120300,0.00,94.53,5537.5,77.5
13:27:00 2008-Apr-15,221.0,25504173,11797834,555834,120275,0.00,122,7152,99.2
13:27:01 2008-Apr-15,221.0,25446086,11735937,556800,121700,-0.00,120.79,7081.19,98.61
13:27:02 2008-Apr-15,222.0,25113062,11668169,553340,119577,1.92,128.42,7528.42,105.26
13:27:03 2008-Apr-15,223.0,25955571,11980301,570876,121401,0.96,115.09,6777.36,94.34
13:27:04 2008-Apr-15,222.0,22924892,10714423,499475,102611,0.98,112,6240,86.8
13:27:05 2008-Apr-15,222.0,7221924,4959921,121703,11926,0.00,0,0,0
13:27:06 2008-Apr-15,221.0,5887404,4198596,94548,7307,0.00,0,0,0
13:27:07 2008-Apr-15,222.0,6536964,4375646,106231,11394,0.99,0,0,0
13:27:08 2008-Apr-15,221.0,7015491,4530769,121496,12517,0.00,14,256,8.4
13:27:09 2008-Apr-15,222.0,6569891,4408906,112927,10094,0.99,0.99,7.92,2.38
13:27:10 2008-Apr-15,221.0,6035825,4307385,95480,7846,0.00,0,0,0
13:27:11 2008-Apr-15,221.0,7091466,4523453,123829,13279,0.59,13,176,7.6
13:27:12 2008-Apr-15,221.0,5916818,4201816,94307,7348,0.98,0,0,0
13:27:13 2008-Apr-15,222.0,5785574,4166457,97050,7556,0.00,0,0,0
13:27:14 2008-Apr-15,222.0,6422118,4297968,104946,11436,0.98,15,232,9.6
13:27:15 2008-Apr-15,222.0,5239867,4032296,81601,6106,0.00,0,0,0
13:27:16 2008-Apr-15,222.0,5004855,3926631,75515,5047,0.00,0,0,0
13:27:17 2008-Apr-15,221.0,6587024,4414753,108531,12192,0.98,13,208,9.2
13:27:18 2008-Apr-15,222.0,5148694,3989050,81233,5531,0.99,0,0,0
13:27:19 2008-Apr-15,222.0,5885079,4223126,97295,7699,0.00,1.27,10.13,2.53
13:27:20 2008-Apr-15,222.0,5274705,4021439,83388,5573,0.00,0,0,0
13:27:21 2008-Apr-15,220.0,6677208,4484169,114166,11561,0.98,7.98,127.61,4.42
13:27:22 2008-Apr-15,222.0,5596300,4116323,90824,6782,0.00,0,0,0
13:27:23 2008-Apr-15,222.0,5387903,4082426,87777,6463,0.00,0,0,0
13:27:24 2008-Apr-15,222.0,6538109,4388703,107838,11604,0.00,14.85,261.39,9.5
13:27:25 2008-Apr-15,221.0,5303386,4043058,86624,5800,0.00,0,0,0
13:27:26 2008-Apr-15,222.0,5071784,3983273,78041,5154,0.00,0,0,0
13:27:27 2008-Apr-15,222.0,6417638,4376491,108924,11386,1.30,7.98,107.98,5.4
13:27:28 2008-Apr-15,221.0,4916976,3933389,74716,4518,0.00,0,0,0
13:27:29 2008-Apr-15,222.0,6048879,4272012,102914,8932,0.00,6.13,49.08,2.94
13:27:30 2008-Apr-15,221.0,6104516,4288914,103223,10082,0.00,13.98,223.66,9.46
13:27:31 2008-Apr-15,222.0,5313547,4069356,87708,6072,0.00,0,0,0
13:27:32 2008-Apr-15,221.0,5699981,4234374,90319,6924,0.00,0,0,0
13:27:33 2008-Apr-15,222.0,6675710,4483217,115059,12429,0.00,12.92,166.29,5.84
13:27:34 2008-Apr-15,222.0,5706069,4110706,93214,8265,0.00,45.45,363.64,25.45
13:27:35 2008-Apr-15,222.0,5173641,4015494,82002,5694,0.59,0,0,0
13:27:36 2008-Apr-15,221.0,4936994,3952105,77252,5221,0.00,0,0,0
13:27:37 2008-Apr-15,223.0,7539307,4775891,123447,13216,0.00,7.98,107.98,4.66
13:27:38 2008-Apr-15,221.0,6401954,4498422,98497,8840,0.00,0,0,0
13:27:39 2008-Apr-15,223.0,7628915,4796855,125931,13937,0.00,11.04,93.25,6.87
13:27:40 2008-Apr-15,221.0,7226351,4715111,115213,12920,0.00,26.53,424.49,18.78
13:27:41 2008-Apr-15,221.0,5491554,4121609,92128,6300,0.00,0,0,0
13:27:42 2008-Apr-15,222.0,7644518,7573531,116295,33571,0.00,0,0,0
13:27:43 2008-Apr-15,222.0,6921716,4490386,117948,14212,0.00,16.3,286.96,10
13:27:44 2008-Apr-15,222.0,5215069,3983160,82755,5597,0.00,2.7,21.62,4.32
13:27:45 2008-Apr-15,220.0,5175635,4029266,83288,5594,0.00,0,0,0
13:27:46 2008-Apr-15,221.0,6191569,4328388,101491,10217,1.02,36.84,547.37,21.05
13:27:47 2008-Apr-15,222.0,5324745,4045185,84281,6454,0.00,0,0,0
13:27:48 2008-Apr-15,222.0,4837708,3896391,75118,4362,0.00,0,0,0
13:27:49 2008-Apr-15,222.0,6388763,4381769,109306,11026,-0.00,8.59,127.61,5.89
13:27:50 2008-Apr-15,222.0,4993648,3931940,76436,5107,0.00,0,0,0
13:27:51 2008-Apr-15,221.0,5300798,4043787,87203,6105,0.00,0,0,0
13:27:52 2008-Apr-15,222.0,5161504,4035469,82077,5850,0.00,0,0,0
13:27:53 2008-Apr-15,221.0,6151078,4282630,103966,9700,0.00,9.26,143.21,5.43
13:27:54 2008-Apr-15,222.0,4857740,3853837,77652,4861,2.63,2.63,21.05,5.26
13:27:55 2008-Apr-15,222.0,5251707,4031307,81944,5971,0.58,0,0,0
13:27:56 2008-Apr-15,222.0,6016484,4229354,98031,10059,-0.00,23.64,320,12.36
13:27:57 2008-Apr-15,221.0,5365597,4079328,86281,6163,0.00,0,0,0
13:27:58 2008-Apr-15,221.0,5104192,3986971,79928,5402,0.00,0,0,0
13:27:59 2008-Apr-15,223.0,6860398,4482267,118134,12283,0.00,8.59,127.61,5.4
13:28:00 2008-Apr-15,222.0,5814570,4382427,98406,7909,0.00,0,0,0
13:28:01 2008-Apr-15,222.0,5037854,4005944,88459,5751,0.00,0,0,0
13:28:02 2008-Apr-15,221.0,5141534,4095849,82804,5627,0.00,0,0,0
13:28:03 2008-Apr-15,223.0,4867205,3966065,84031,5110,0.00,0,0,0
13:28:04 2008-Apr-15,221.0,5863123,4249216,97266,9074,0.00,15.79,126.32,6.32
13:28:05 2008-Apr-15,223.0,20732886,9490614,400035,81278,-0.00,46.45,1455.74,52.46
13:28:06 2008-Apr-15,225.0,21507838,9358920,410979,86513,0.00,90.32,3595.7,107.53
13:28:07 2008-Apr-15,225.0,20858609,9149528,398551,81965,0.95,74.76,3005.83,93.2
13:28:08 2008-Apr-15,223.0,18630415,8494781,369481,72657,0.97,66.67,2780.95,76.57
13:28:09 2008-Apr-15,224.0,21350381,9369329,414724,83426,-0.00,78.57,3134.69,97.14
13:28:10 2008-Apr-15,224,21043947,9222107,404726,81692,-0.00,75.49,3098.04,89.8
13:28:11 2008-Apr-15,224.0,21027188,9161646,402426,81466,0.96,72.38,2697.14,94.86
13:28:12 2008-Apr-15,225.0,21915342,9426483,412395,84532,0.00,90,3457.78,110.67
13:28:13 2008-Apr-15,224.0,21597559,9467295,419212,84675,0.98,71.56,2928.44,91.38
13:28:14 2008-Apr-15,224.0,22391064,9643540,384233,88955,0.00,200,3168.63,97.65
13:28:15 2008-Apr-15,224.0,21481018,9628996,425799,87995,0.95,87.5,3841.67,104.17
13:28:16 2008-Apr-15,224.0,21085361,9296175,407959,82923,0.00,83.51,3265.98,103.09
13:28:17 2008-Apr-15,224.0,20623248,9252718,407557,81482,0.00,73.15,2888.89,92.59
13:28:18 2008-Apr-15,224.0,21884840,9456197,422279,85560,0.00,84.38,3191.67,103.75
13:28:19 2008-Apr-15,225.0,21741567,9523435,426047,82506,0.99,77.67,3021.36,97.09
13:28:20 2008-Apr-15,224.0,22633133,9978596,445260,87409,1.06,83,3488,100
13:28:21 2008-Apr-15,225.0,20961453,9165065,415738,82571,1.97,78.79,3240.4,96.97
13:28:22 2008-Apr-15,223.0,20164075,9047899,394549,75553,-0.00,69.52,2849.52,78.86
13:28:23 2008-Apr-15,224.0,20898086,8967874,399208,79207,0.96,74.75,2884.85,98.59
13:28:24 2008-Apr-15,224.0,20876976,9287685,406694,81033,-0.00,82.11,3343.16,94.32
13:28:25 2008-Apr-15,224.0,21435881,9202602,410057,82391,-0.00,69.16,2728.97,91.21
13:28:26 2008-Apr-15,224.0,20597908,9189342,397815,79853,1.02,82.61,3391.3,95.22
13:28:27 2008-Apr-15,224.0,20018020,8810464,387347,78220,0.90,68.52,2770.37,85.93
13:28:28 2008-Apr-15,225.0,23048927,9645729,431853,86506,0.99,78.12,3000,94.58
13:28:29 2008-Apr-15,224.0,20626496,8895280,394396,79752,0.00,71.57,2823.53,98.04
13:28:30 2008-Apr-15,225.0,22706295,9619356,428047,88304,-0.00,87.13,3239.6,98.61
13:28:31 2008-Apr-15,224.0,21862886,9228595,408844,82733,0.99,71.29,2724.75,97.82
13:28:32 2008-Apr-15,225.0,23501054,10044941,454296,92074,-0.00,82.18,3318.81,98.61
13:28:33 2008-Apr-15,224.0,20617249,9079567,399029,78814,0.95,82.42,3331.87,109.89
13:28:34 2008-Apr-15,224.0,23407062,10054188,445371,94840,1.19,80,3420.95,93.33
13:28:35 2008-Apr-15,225.0,16693863,7858132,323854,63458,0.00,56.31,2462.14,58.64
13:28:36 2008-Apr-15,223.0,22763893,9685016,429291,86945,1.83,81.05,3124.21,101.47
13:28:37 2008-Apr-15,224.0,22434063,9512569,426322,87310,-0.00,72.07,2839.64,90.09
13:28:38 2008-Apr-15,224.0,22078585,9531736,419843,85331,3.05,81.11,3315.56,97.33
13:28:39 2008-Apr-15,225.0,20325247,8971004,397874,77571,-0.00,71,2960,82.4
13:28:40 2008-Apr-15,224.0,21893858,9412702,417348,81345,0.00,65.42,2534.58,82.24
13:28:41 2008-Apr-15,224.0,21905798,9399511,419936,82388,0.96,80.85,3293.62,96.17
13:28:42 2008-Apr-15,224.0,23957006,12915555,457612,113658,0.98,72.12,2930.77,91.92
13:28:43 2008-Apr-15,224.0,22031054,9263123,421507,85648,0.00,73,2888,88.8
13:28:44 2008-Apr-15,225.0,22118469,9557574,417718,85712,-0.00,79.17,3225,100.42
13:28:45 2008-Apr-15,224.0,22470543,9516105,423032,85766,1.12,72.12,2869.23,96.15
13:28:46 2008-Apr-15,224.0,21588739,9392780,409601,83425,0.00,77,3064,88.8
13:28:47 2008-Apr-15,224.0,23128183,9581413,425096,87403,1.84,72,2808,92.8
13:28:48 2008-Apr-15,225.0,22498758,9557652,431788,85353,1.90,80.81,3216.16,98.59
13:28:49 2008-Apr-15,224.0,20418414,8897697,383503,77915,0.00,67.29,2609.35,69.91
13:28:50 2008-Apr-15,223.0,22882609,9588348,427882,86804,0.00,75,2891.67,104.17
13:28:51 2008-Apr-15,225.0,23837974,9896379,451188,90046,1.07,76.47,2870.59,98.04
13:28:52 2008-Apr-15,225.0,21006823,9205801,402206,80966,5.14,71.15,3061.54,85.77
13:28:53 2008-Apr-15,223.0,23758447,9772212,441227,89303,1.54,78,3064,98
13:28:54 2008-Apr-15,224.0,23803389,9822095,357093,97301,0.00,357.43,3310.89,99.01
13:28:55 2008-Apr-15,223.0,21266927,9010345,371370,84300,0.57,205.94,3033.66,99.01
13:28:56 2008-Apr-15,223.0,20241626,9018807,394843,78886,-0.00,78,3144,100
13:28:57 2008-Apr-15,224.0,21841294,9597338,430834,86972,0.98,82,3368,100
13:28:58 2008-Apr-15,224.0,20802660,9247187,404385,79748,-0.00,77,3040,100
13:28:59 2008-Apr-15,225.0,22816239,9915488,444785,87618,0.99,79,3120,99.6
13:29:00 2008-Apr-15,225.0,5695156,4256130,87199,7603,-0.00,8.91,316.83,11.09
13:29:01 2008-Apr-15,222.0,5188663,4060498,88799,6364,0.00,0,0,0
13:29:02 2008-Apr-15,221.0,5549319,4195093,87034,7572,0.99,0,0,0
13:29:03 2008-Apr-15,222.0,5407472,4066073,90341,8876,0.99,0,0,0
13:29:04 2008-Apr-15,222.0,37433248,26247427,259052,133293,0.00,0,0,0
13:29:05 2008-Apr-15,221.0,21518681,9072226,402126,97117,0.57,77.23,2708.91,89.11
13:29:06 2008-Apr-15,224.0,21187415,9239409,409651,85232,1.94,90.43,3378.72,105.96
13:29:07 2008-Apr-15,225.0,22127262,9635048,434758,88763,2.15,81.48,3059.26,91.85
13:29:08 2008-Apr-15,225.0,21396186,9253113,412229,83722,-0.00,84.85,3418.18,100.61
13:29:09 2008-Apr-15,224.0,20866164,9228324,404775,81874,0.98,83.87,3311.83,107.53
13:29:10 2008-Apr-15,224.0,21733587,9412085,418159,86148,-0.00,79.44,3057.94,93.46
13:29:11 2008-Apr-15,224.0,21598419,9159732,412409,84023,0.00,83.67,2938.78,101.63
13:29:12 2008-Apr-15,225.0,21900858,9464306,421725,86520,0.00,85,3320,100
13:29:13 2008-Apr-15,224.0,22042198,9495506,427111,87388,-0.00,83.33,3254.9,98.04
13:29:14 2008-Apr-15,225.0,21538434,9352851,404348,83893,0.97,78,3144,100
13:29:15 2008-Apr-15,225.0,21612672,9271176,418286,83947,1.00,79.17,3041.67,104.17
13:29:16 2008-Apr-15,225.0,22653085,9703215,420331,88493,-0.00,87.62,3268.57,94.86
13:29:17 2008-Apr-15,224.0,22938923,9694454,435180,89960,0.95,83.16,3250.53,104.84
13:29:18 2008-Apr-15,225.0,21125239,9075729,401427,82238,0.91,72.64,2845.28,93.58
13:29:19 2008-Apr-15,224.0,23250320,9952977,446507,90142,2.04,85.71,3412.24,101.63
13:29:20 2008-Apr-15,224.0,23099298,9879331,442464,90375,0.99,77.23,3136.63,98.22
13:29:21 2008-Apr-15,225.0,22739074,9655774,439414,88771,1.06,89.36,3736.17,105.53
13:29:22 2008-Apr-15,225.0,22285323,9665633,422124,81021,1.96,71.3,2540.74,92.59
13:29:23 2008-Apr-15,224.0,23459665,9653370,433856,89991,1.21,83.51,3216.49,103.09
13:29:24 2008-Apr-15,225.0,22167234,9555056,423696,87226,0.00,78,3152,100
13:29:25 2008-Apr-15,224.0,23424085,9802338,439382,90039,0.00,79.41,3129.41,97.65
13:29:26 2008-Apr-15,224.0,22566614,9420119,422784,87535,-0.00,85.11,3276.6,106.38
13:29:27 2008-Apr-15,224.0,22635960,9541322,415605,85529,1.00,70.64,2752.29,91.74
13:29:28 2008-Apr-15,225.0,22671518,9765325,429834,88764,2.00,84.69,3518.37,102.04
13:29:29 2008-Apr-15,224.0,22885486,9457867,423076,87365,1.08,81.9,2750.48,94.86
13:29:30 2008-Apr-15,223.0,24555309,10381984,474107,96666,1.92,82.83,3555.56,101.01
13:29:31 2008-Apr-15,224.0,21728254,9336461,413229,82461,1.12,75.51,2857.14,102.04
13:29:32 2008-Apr-15,225.0,23906832,10080978,459066,91945,0.00,85.26,3418.95,105.26
13:29:33 2008-Apr-15,224.0,22842729,9614387,432259,88706,-0.00,77.67,3246.6,97.48
13:29:34 2008-Apr-15,223.0,28597582,11395197,427975,122912,-0.00,445.45,4549.49,100.2
13:29:35 2008-Apr-15,224.0,20585019,9337917,409114,83359,0.00,80.61,3395.92,102.04
13:29:36 2008-Apr-15,225.0,21625091,9624667,429742,87036,1.03,80.37,3327.1,92.71
13:29:37 2008-Apr-15,224.0,20453224,9026873,397251,79817,0.00,76.53,2955.1,102.04
13:29:38 2008-Apr-15,223.0,22285995,9547339,421552,85361,1.02,81.37,3427.45,97.65
13:29:39 2008-Apr-15,225.0,22675586,9893233,446549,88757,0.00,80,3232,99.6
13:29:40 2008-Apr-15,224.0,21327201,9560335,414421,79374,-0.00,80,3120,100
13:29:41 2008-Apr-15,225.0,21536943,9500555,427028,83252,1.01,76.77,3078.79,100.2
13:29:42 2008-Apr-15,224.0,25447349,13557727,475574,119576,0.95,79.25,3350.94,94.34
13:29:43 2008-Apr-15,225.0,22799220,9766926,441105,90207,-0.00,90,3511.11,111.11
13:29:44 2008-Apr-15,225.0,19976376,8873223,387380,76335,0.00,68.81,2752.29,91.38
13:29:45 2008-Apr-15,224.0,22327252,9672121,429902,88075,1.95,87.37,3520,104.84
13:29:46 2008-Apr-15,223.0,22037869,9558290,422464,87473,-0.00,76.7,3122.33,96.7
13:29:47 2008-Apr-15,224.0,20626356,8906581,393776,79220,-0.00,72.55,2823.53,98.04
13:29:48 2008-Apr-15,224.0,22264920,9605724,427673,86837,0.91,82.65,3257.14,102.04
